Transaction_ID,Payment_Method,Customer_ID,_Item_Identifier,_Outlet_Identifier,Transaction_Date,Units_Sold,Unit_Price,Unit_Margin
OD-4-30615,Cash,141,FDB05,OUT018,17-09-2023,4,78.25460112,53.50232753
OD-3-8809,Credit Card,126,NCU30,OUT017,02-11-2022,4,354.7770506,129.1732918
OD-5-44317,Cash,352,FDU11,OUT019,06-03-2022,3,28.08346112,15.811565
OD-1-42154,Cash,263,NCK06,OUT010,21-06-2023,3,88.49748541,0.470394352
OD-2-36636,Cash,358,NCU30,OUT013,09-10-2022,4,226.8383278,154.3788139
OD-2-63580,Cash,436,FDS23,OUT013,18-03-2022,5,242.0787751,98.50818899
OD-5-59054,Cash,176,FDS45,OUT019,09-07-2022,3,240.4747147,121.9699159
OD-4-30936,Debit Card,134,NCN53,OUT018,28-10-2022,3,23.64817326,22.47486579
OD-4-49692,Debit Card,228,FDS23,OUT018,28-01-2023,4,421.9002223,85.23487872
OD-1-50239,Debit Card,317,DRF23,OUT010,06-10-2023,4,57.71182436,7.980821842
OD-3-59424,Credit Card,108,NCK06,OUT017,28-11-2023,1,61.5207604,25.85884591
OD-2-20407,Credit Card,289,FDB05,OUT013,07-02-2024,5,67.97211434,3.587035025
OD-1-46346,Cash,389,FDB05,OUT010,15-08-2022,5,28.03477811,23.10301348
OD-1-20261,Credit Card,171,FDT48,OUT010,21-03-2023,5,458.0801032,302.849975
OD-3-14290,Cash,424,FDS45,OUT017,16-11-2022,5,407.2114092,200.0018556
OD-2-5489,Credit Card,445,FDB05,OUT013,28-07-2023,1,67.97211434,4.326021096
OD-4-29962,Cash,338,FDS23,OUT018,01-06-2023,4,421.9002223,17.54171531
OD-4-72411,Credit Card,201,FDB05,OUT018,29-06-2022,5,78.25460112,33.59911847
OD-4-42457,Credit Card,266,FDX49,OUT018,02-05-2023,5,31.27872377,27.59780594
OD-2-11734,Debit Card,358,FDU11,OUT013,29-08-2022,5,36.50426854,23.41233594
OD-5-31408,Debit Card,282,DRE12,OUT019,05-03-2023,5,18.82924101,2.791511439
OD-5-65058,Cash,180,NCU30,OUT019,13-03-2023,3,327.2397316,27.38023238
OD-2-16026,Cash,377,FDP40,OUT013,05-08-2023,4,46.91868704,11.91171065
OD-3-58503,Cash,430,FDS23,OUT017,29-01-2023,5,232.6511894,75.04219961
OD-4-60474,Debit Card,121,FDP03,OUT018,10-06-2022,5,6.543469643,1.922439878
OD-5-5731,Debit Card,156,FDF50,OUT019,02-04-2022,4,61.06231589,37.9016085
OD-4-2170,Credit Card,389,FDJ10,OUT018,12-11-2022,3,100.8737031,77.98348744
OD-2-71982,Cash,139,FDU11,OUT013,04-02-2024,1,36.50426854,11.05870916
OD-3-7183,Credit Card,151,NCN53,OUT017,10-01-2024,3,49.27073874,45.25112354
OD-5-20385,Credit Card,227,FDS45,OUT019,02-01-2024,4,240.4747147,179.3509267
OD-2-8805,Cash,416,FDJ10,OUT013,20-10-2022,2,26.21847015,0.758713383
OD-1-29545,Credit Card,371,FDP40,OUT010,15-04-2022,3,20.9340788,2.45292108
OD-5-69691,Credit Card,148,FDU11,OUT019,10-03-2022,3,28.08346112,12.31134849
OD-2-73440,Credit Card,406,FDF50,OUT013,14-05-2022,2,43.32688484,41.44448501
OD-3-7982,Credit Card,338,FDF50,OUT017,30-09-2023,2,83.66445872,32.71698169
OD-3-16414,Credit Card,377,DRF23,OUT017,11-07-2022,5,47.62581804,42.9487594
OD-1-25885,Cash,175,DRE12,OUT010,21-10-2022,2,43.82929381,0.557273459
OD-2-2999,Debit Card,241,DRK37,OUT013,28-02-2022,5,31.2000117,5.683984278
OD-3-3745,Credit Card,248,FDP40,OUT017,22-09-2023,1,18.15730745,3.516439642
OD-1-52304,Credit Card,177,FDX49,OUT010,11-01-2023,2,65.21470636,45.99127344
OD-3-73165,Debit Card,160,DRK37,OUT017,24-08-2023,5,28.24807016,18.15813369
OD-3-68284,Debit Card,388,DRF23,OUT017,03-01-2023,1,47.62581804,31.46459722
OD-4-76410,Credit Card,379,FDP40,OUT018,04-11-2022,1,34.42402725,16.14448726
OD-5-27850,Credit Card,298,NCK06,OUT019,30-11-2023,1,51.76009174,10.45399879
OD-4-42770,Debit Card,444,DRK37,OUT018,18-11-2023,1,13.43239109,2.063696346
OD-1-53384,Debit Card,297,FDB05,OUT010,01-02-2023,2,28.03477811,3.160760472
OD-4-72977,Credit Card,144,FDX49,OUT018,12-04-2023,4,31.27872377,11.07525657
OD-3-42152,Credit Card,368,NCU30,OUT017,21-11-2023,1,354.7770506,88.93447673
OD-1-6281,Credit Card,422,NCK06,OUT010,22-04-2023,2,88.49748541,46.9394888
OD-5-20276,Debit Card,130,FDX49,OUT019,10-07-2022,2,68.09822206,52.9959189
OD-1-14533,Cash,194,DRE12,OUT010,07-07-2023,4,43.82929381,41.9771956
OD-1-36284,Cash,133,FDX49,OUT010,15-12-2023,5,65.21470636,27.04725456
OD-2-57709,Debit Card,497,DRK37,OUT013,25-11-2022,4,31.2000117,2.259871025
OD-5-33566,Credit Card,407,FDP03,OUT019,04-01-2024,5,5.563407482,1.838916224
OD-1-1210,Credit Card,422,FDS23,OUT010,06-05-2023,4,313.6433547,22.4766925
OD-3-62388,Cash,166,FDY24,OUT017,22-04-2022,2,489.9469666,115.9201154
OD-4-16667,Cash,232,DRF23,OUT018,04-12-2022,4,92.52553193,45.92290821
OD-3-71085,Debit Card,426,FDT48,OUT017,18-09-2022,5,222.2090943,103.8658496
OD-3-71791,Cash,227,NCN53,OUT017,26-10-2023,3,49.27073874,6.915061694
OD-1-10535,Debit Card,317,DRF23,OUT010,27-12-2023,1,57.71182436,3.547613819
OD-1-4074,Credit Card,406,FDX35,OUT010,07-12-2022,2,39.20682726,2.455784651
OD-5-4773,Credit Card,490,FDX49,OUT019,02-11-2022,1,68.09822206,50.07825476
OD-2-13968,Debit Card,329,FDB05,OUT013,13-08-2022,4,67.97211434,19.61188273
OD-5-66273,Debit Card,210,FDY24,OUT019,15-06-2023,5,381.3781884,178.7346912
OD-5-56408,Debit Card,138,NCN53,OUT019,12-08-2022,1,47.3451192,0.46978957
OD-3-39799,Debit Card,133,NCK06,OUT017,06-02-2024,3,61.5207604,21.24336406
OD-4-32296,Cash,484,FDX49,OUT018,15-01-2024,5,31.27872377,23.07569623
OD-5-42200,Cash,378,NCN53,OUT019,05-07-2023,3,47.3451192,12.95125026
OD-2-15117,Cash,201,DRK37,OUT013,17-08-2023,1,31.2000117,2.604852035
OD-1-9356,Credit Card,467,FDS45,OUT010,09-08-2023,2,149.6696002,20.08657489
OD-2-36788,Debit Card,457,FDT48,OUT013,14-01-2024,4,241.1920631,5.088959712
OD-5-75706,Credit Card,100,FDP40,OUT019,31-08-2023,2,34.88180534,23.49370511
OD-2-34816,Cash,202,FDU11,OUT013,31-07-2022,3,36.50426854,30.91972603
OD-4-61636,Cash,185,DRK37,OUT018,28-03-2023,5,13.43239109,0.13167154
OD-2-2376,Credit Card,342,FDB05,OUT013,07-03-2022,2,67.97211434,25.76720078
OD-4-73642,Credit Card,222,DRF23,OUT018,12-10-2023,4,92.52553193,29.48281694
OD-3-8974,Debit Card,284,NCU30,OUT017,04-12-2022,3,354.7770506,110.2966346
OD-1-24604,Debit Card,351,NCN53,OUT010,22-07-2023,1,26.21917485,16.44047273
OD-3-8272,Debit Card,294,FDY24,OUT017,20-06-2022,5,489.9469666,135.7323722
OD-5-57734,Cash,285,FDS45,OUT019,26-12-2023,1,240.4747147,145.3513059
OD-3-28162,Credit Card,210,FDS23,OUT017,26-07-2022,2,232.6511894,98.29358484
OD-2-58191,Credit Card,299,FDT48,OUT013,29-08-2022,1,241.1920631,214.2001759
OD-1-27651,Debit Card,322,FDX35,OUT010,31-01-2024,3,39.20682726,13.55450821
OD-4-10140,Cash,375,DRE12,OUT018,21-10-2023,4,32.3065121,17.70513072
OD-1-60296,Debit Card,227,FDF50,OUT010,07-05-2022,4,26.88336657,20.20897799
OD-3-37698,Debit Card,274,FDX35,OUT017,04-03-2022,2,69.72216042,13.29620395
OD-3-28251,Credit Card,213,FDW02,OUT017,27-09-2023,2,324.9458201,127.3875133
OD-5-53421,Debit Card,423,DRK37,OUT019,24-06-2022,1,34.46407009,32.57947037
OD-1-76406,Cash,204,FDY24,OUT010,17-07-2022,1,271.9198837,66.35180382
OD-2-4101,Credit Card,289,FDW25,OUT013,02-10-2023,2,224.6097496,163.4550793
OD-4-43988,Debit Card,485,FDF50,OUT018,26-07-2023,5,53.33961269,40.98752795
OD-4-43440,Debit Card,436,NCN53,OUT018,20-12-2023,3,23.64817326,13.50846443
OD-2-18026,Cash,247,NCN53,OUT013,26-01-2024,4,44.12001739,31.76094722
OD-4-48639,Cash,143,FDP03,OUT018,13-06-2023,5,6.543469643,1.274642478
OD-1-32954,Cash,458,FDP03,OUT010,05-01-2024,5,6.860398537,0.554730076
OD-1-58632,Cash,490,FDW25,OUT010,17-06-2022,4,129.6596375,60.1779395
OD-5-38615,Cash,279,FDS23,OUT019,13-12-2022,2,477.3320903,178.923876
OD-5-55760,Cash,201,FDJ10,OUT019,02-07-2023,5,32.19175988,22.16313454
OD-4-8664,Debit Card,395,FDJ10,OUT018,27-11-2022,1,100.8737031,83.2064196
OD-1-60829,Debit Card,266,FDT48,OUT010,16-01-2024,3,458.0801032,191.459754
OD-2-54433,Cash,248,FDU11,OUT013,26-03-2022,4,36.50426854,7.636307086
OD-5-57279,Debit Card,328,FDY24,OUT019,15-05-2023,1,381.3781884,261.6428867
OD-3-35932,Debit Card,100,FDX49,OUT017,14-10-2023,2,51.27518652,21.34705092
OD-2-43175,Credit Card,261,DRE12,OUT013,26-05-2023,2,43.7959606,33.75969115
OD-5-22003,Debit Card,376,FDF50,OUT019,11-02-2023,3,61.06231589,19.4528277
OD-2-32055,Cash,493,DRF23,OUT013,04-12-2022,5,30.09940708,9.570210611
OD-3-50821,Cash,276,FDX49,OUT017,28-01-2023,2,51.27518652,4.44759917
OD-5-56896,Debit Card,350,FDJ10,OUT019,12-04-2022,4,32.19175988,3.863385533
OD-4-35088,Credit Card,128,FDT48,OUT018,26-11-2023,5,370.5782602,289.0940773
OD-5-65777,Debit Card,376,FDS23,OUT019,10-09-2023,5,477.3320903,398.3877646
OD-1-60032,Debit Card,312,FDW02,OUT010,13-06-2022,3,282.7576445,61.48580305
OD-3-41437,Debit Card,354,FDT48,OUT017,01-10-2022,2,222.2090943,52.19278831
OD-2-13761,Credit Card,487,FDX49,OUT013,25-01-2023,5,64.62947005,21.09910569
OD-2-7535,Debit Card,357,DRF23,OUT013,14-03-2022,5,30.09940708,9.766753342
OD-4-63527,Credit Card,318,NCK06,OUT018,14-12-2022,1,60.79252454,38.90453663
OD-5-63239,Debit Card,269,FDJ10,OUT019,09-10-2022,2,32.19175988,8.646978666
OD-1-58103,Cash,460,NCK06,OUT010,30-07-2022,1,88.49748541,32.5188092
OD-1-13380,Credit Card,365,FDW02,OUT010,03-11-2023,4,282.7576445,154.6692392
OD-3-31007,Debit Card,332,NCN53,OUT017,27-01-2024,5,49.27073874,33.50230132
OD-5-25032,Debit Card,150,FDP40,OUT019,07-10-2022,3,34.88180534,15.76857601
OD-3-33972,Credit Card,426,FDT48,OUT017,02-02-2024,3,222.2090943,64.91279987
OD-1-36859,Credit Card,375,DRE12,OUT010,13-07-2022,4,43.82929381,12.49894471
OD-1-53372,Debit Card,275,FDX35,OUT010,13-11-2023,4,39.20682726,5.55118765
OD-1-74816,Credit Card,207,FDX49,OUT010,04-10-2022,4,65.21470636,57.07524668
OD-2-20451,Debit Card,234,FDB05,OUT013,24-10-2023,3,67.97211434,59.14067994
OD-1-9667,Credit Card,218,DRE12,OUT010,15-01-2024,4,43.82929381,29.38634705
OD-1-75227,Credit Card,161,FDT48,OUT010,18-01-2023,2,458.0801032,30.91649308
OD-2-55437,Cash,415,DRF23,OUT013,14-09-2022,3,30.09940708,22.55238353
OD-4-25330,Debit Card,105,FDY24,OUT018,24-02-2023,5,318.521843,209.2911545
OD-1-17492,Cash,369,NCN53,OUT010,19-11-2023,3,26.21917485,6.392761045
OD-2-26311,Debit Card,282,FDW25,OUT013,12-02-2024,1,224.6097496,182.8749012
OD-2-16732,Credit Card,476,FDT48,OUT013,28-11-2023,2,241.1920631,217.5579309
OD-5-50594,Debit Card,414,FDP40,OUT019,23-01-2024,5,34.88180534,6.642763274
OD-5-20145,Debit Card,468,FDT48,OUT019,24-02-2024,2,451.8740318,260.3806271
OD-1-26666,Cash,277,FDX35,OUT010,07-04-2022,5,39.20682726,11.66816064
OD-5-23565,Credit Card,434,DRE12,OUT019,05-05-2023,3,18.82924101,6.193390362
OD-4-38411,Cash,326,FDP03,OUT018,24-02-2023,3,6.543469643,2.778371597
OD-4-32183,Credit Card,395,FDX35,OUT018,17-12-2022,4,43.16332114,25.01616751
OD-1-25079,Cash,124,FDY24,OUT010,10-09-2022,1,271.9198837,105.0466775
OD-3-22358,Cash,417,FDP40,OUT017,30-11-2023,5,18.15730745,13.60073691
OD-3-25754,Debit Card,240,FDJ10,OUT017,08-02-2023,4,39.92726545,38.14099434
OD-1-53682,Cash,198,FDT48,OUT010,28-07-2022,3,458.0801032,237.2699508
OD-4-60413,Credit Card,111,FDJ10,OUT018,01-07-2022,4,100.8737031,64.52607319
OD-3-61667,Credit Card,460,FDJ10,OUT017,25-09-2022,1,39.92726545,13.81438227
OD-4-37413,Credit Card,167,FDY24,OUT018,18-07-2022,3,318.521843,12.27911283
OD-5-7959,Debit Card,314,DRK37,OUT019,17-09-2022,5,34.46407009,11.98178911
OD-4-16531,Debit Card,293,FDW02,OUT018,26-08-2022,2,307.6388341,269.8376897
OD-2-40852,Debit Card,317,FDX35,OUT013,27-11-2022,3,31.36302106,20.72369604
OD-2-38527,Credit Card,395,FDW25,OUT013,28-04-2023,5,224.6097496,99.42922338
OD-5-9340,Cash,127,NCK06,OUT019,21-01-2024,4,51.76009174,10.79296919
OD-5-63488,Credit Card,341,NCK06,OUT019,05-08-2022,2,51.76009174,4.951414181
OD-5-5828,Debit Card,404,FDW25,OUT019,09-08-2023,2,327.5622326,307.0080032
OD-2-8536,Debit Card,329,DRK37,OUT013,24-12-2023,1,31.2000117,7.631808735
OD-4-67184,Cash,420,FDS45,OUT018,09-10-2023,2,131.3570042,107.1739428
OD-3-54664,Debit Card,463,FDY24,OUT017,30-03-2022,4,489.9469666,246.2467248
OD-4-71626,Debit Card,131,FDF50,OUT018,15-07-2022,2,53.33961269,11.02041
OD-4-51549,Cash,225,FDX49,OUT018,25-06-2022,3,31.27872377,26.94422064
OD-1-18177,Debit Card,377,NCK06,OUT010,23-06-2023,2,88.49748541,45.05327762
OD-4-55911,Debit Card,176,NCK06,OUT018,27-04-2023,1,60.79252454,10.51228696
OD-1-32248,Credit Card,426,FDX49,OUT010,26-07-2022,2,65.21470636,47.55040103
OD-4-70319,Credit Card,179,DRE12,OUT018,26-01-2023,3,32.3065121,29.60110836
OD-1-53698,Debit Card,110,FDW02,OUT010,29-11-2023,3,282.7576445,95.8239595
OD-5-63703,Cash,258,FDW25,OUT019,25-02-2024,1,327.5622326,97.92380543
OD-3-32161,Credit Card,140,NCN53,OUT017,14-08-2023,4,49.27073874,0.989778483
OD-5-37435,Cash,419,NCK06,OUT019,31-10-2022,1,51.76009174,39.18615874
OD-3-75743,Credit Card,409,FDU11,OUT017,19-02-2024,3,39.40097257,27.42623489
OD-4-25411,Debit Card,256,FDJ10,OUT018,18-02-2023,3,100.8737031,93.61963993
OD-4-39179,Credit Card,339,FDF50,OUT018,03-07-2022,5,53.33961269,19.21090587
OD-2-10649,Credit Card,227,FDP40,OUT013,04-12-2023,5,46.91868704,8.068759521
OD-5-76193,Credit Card,200,FDW25,OUT019,28-01-2023,2,327.5622326,299.3929949
OD-3-16628,Credit Card,131,FDP40,OUT017,22-03-2023,2,18.15730745,6.965579916
OD-2-62714,Debit Card,177,FDS45,OUT013,29-08-2022,1,207.6605809,45.83507284
OD-5-21057,Credit Card,161,FDF50,OUT019,28-09-2023,2,61.06231589,15.87717473
OD-3-44775,Cash,463,FDY24,OUT017,11-09-2023,4,489.9469666,422.3092886
OD-2-13972,Cash,454,NCN53,OUT013,22-08-2022,4,44.12001739,15.17426127
OD-5-73193,Credit Card,196,NCU30,OUT019,12-04-2023,2,327.2397316,308.1380223
OD-4-13543,Credit Card,229,FDF50,OUT018,29-01-2023,5,53.33961269,3.95445624
OD-3-48613,Credit Card,245,FDS45,OUT017,30-08-2022,2,407.2114092,125.1566958
OD-2-49594,Credit Card,410,FDW02,OUT013,26-03-2023,5,147.6781996,69.13008409
OD-4-50214,Credit Card,476,FDW02,OUT018,27-12-2022,1,307.6388341,159.8412777
OD-2-6341,Credit Card,117,FDU11,OUT013,29-08-2022,3,36.50426854,22.69977739
OD-1-51609,Cash,472,FDX35,OUT010,20-12-2022,3,39.20682726,4.331248765
OD-1-68671,Credit Card,279,FDB05,OUT010,14-11-2023,1,28.03477811,15.3137313
OD-5-70976,Credit Card,309,FDX49,OUT019,18-01-2024,2,68.09822206,50.12426468
OD-3-71752,Debit Card,472,FDW02,OUT017,20-06-2023,2,324.9458201,248.0871031
OD-1-35553,Credit Card,196,FDS23,OUT010,21-05-2023,2,313.6433547,275.2001271
OD-5-16888,Debit Card,419,FDP40,OUT019,10-08-2022,2,34.88180534,14.27837838
OD-2-24739,Debit Card,472,FDX35,OUT013,01-10-2023,1,31.36302106,2.416849516
OD-2-35963,Credit Card,345,DRE12,OUT013,18-11-2023,5,43.7959606,9.924895258
OD-2-54653,Credit Card,248,FDU11,OUT013,14-03-2022,4,36.50426854,22.06753738
OD-3-47540,Credit Card,231,DRE12,OUT017,24-07-2023,2,46.75249255,23.78079339
OD-5-11212,Debit Card,407,NCN53,OUT019,24-04-2022,3,47.3451192,16.07583569
OD-5-32046,Credit Card,441,FDT48,OUT019,02-08-2022,2,451.8740318,430.2814244
OD-5-36731,Cash,292,FDS23,OUT019,17-06-2022,2,477.3320903,88.9238795
OD-1-65414,Credit Card,186,FDB05,OUT010,17-10-2022,1,28.03477811,16.56776866
OD-3-6015,Credit Card,154,FDT48,OUT017,30-07-2022,3,222.2090943,113.524205
OD-2-49461,Cash,496,NCU30,OUT013,06-10-2022,1,226.8383278,137.8033644
OD-3-62176,Debit Card,302,FDJ10,OUT017,17-01-2023,5,39.92726545,21.36410467
OD-3-40549,Cash,498,FDU11,OUT017,08-01-2024,3,39.40097257,33.6880169
OD-4-59182,Debit Card,350,FDJ10,OUT018,26-07-2023,1,100.8737031,98.48284739
OD-2-505,Cash,331,FDJ10,OUT013,07-05-2023,2,26.21847015,21.75774153
OD-2-68126,Debit Card,107,NCK06,OUT013,30-10-2022,4,45.83808551,7.942521909
OD-2-31040,Cash,305,FDT48,OUT013,23-10-2022,4,241.1920631,135.047103
OD-4-73318,Debit Card,436,FDW25,OUT018,24-10-2023,1,503.1458286,31.37700487
OD-3-25960,Cash,430,FDP40,OUT017,21-04-2023,1,18.15730745,10.81058588
OD-3-69834,Credit Card,490,DRE12,OUT017,10-11-2022,1,46.75249255,37.74022697
OD-2-56059,Debit Card,376,NCU30,OUT013,01-08-2022,5,226.8383278,219.0731786
OD-5-27132,Credit Card,278,NCK06,OUT019,15-03-2022,5,51.76009174,41.66627681
OD-3-20027,Debit Card,479,FDS23,OUT017,09-05-2022,1,232.6511894,221.4169602
OD-4-26490,Debit Card,473,FDU11,OUT018,19-09-2023,1,48.64363088,3.689387371
OD-2-60994,Credit Card,435,FDT48,OUT013,06-12-2022,3,241.1920631,146.3441597
OD-2-33581,Cash,350,NCU30,OUT013,22-08-2022,1,226.8383278,158.2177799
OD-1-45018,Debit Card,175,NCK06,OUT010,16-06-2023,2,88.49748541,55.72328327
OD-3-8247,Debit Card,190,FDX35,OUT017,11-02-2024,4,69.72216042,30.81304515
OD-4-34364,Cash,246,FDY24,OUT018,20-04-2023,2,318.521843,153.9726721
OD-3-4254,Cash,325,FDW02,OUT017,24-01-2023,2,324.9458201,88.04155358
OD-2-4659,Debit Card,455,FDJ10,OUT013,26-10-2023,3,26.21847015,16.97909015
OD-5-50487,Credit Card,301,FDX35,OUT019,08-09-2023,1,31.24733862,19.12174303
OD-1-18878,Debit Card,419,FDX35,OUT010,19-10-2023,4,39.20682726,11.96734636
OD-5-31850,Debit Card,102,FDP03,OUT019,17-03-2023,4,5.563407482,2.30482877
OD-1-7163,Cash,145,FDJ10,OUT010,02-08-2022,1,30.21009824,4.223496196
OD-2-52348,Debit Card,292,DRK37,OUT013,20-11-2023,1,31.2000117,10.77896963
OD-2-51796,Credit Card,138,NCU30,OUT013,04-06-2022,4,226.8383278,141.8073164
OD-5-30539,Credit Card,446,FDP40,OUT019,24-12-2022,3,34.88180534,13.40598055
OD-3-3117,Debit Card,161,FDJ10,OUT017,27-03-2022,4,39.92726545,23.51957234
OD-3-19879,Cash,358,FDP40,OUT017,27-12-2022,4,18.15730745,6.804538732
OD-2-15942,Credit Card,305,FDX35,OUT013,30-04-2022,2,31.36302106,21.75176786
OD-2-46682,Cash,210,NCU30,OUT013,13-12-2022,1,226.8383278,114.3710114
OD-5-71818,Cash,466,FDY24,OUT019,05-07-2023,1,381.3781884,262.5479747
OD-4-42827,Debit Card,120,FDU11,OUT018,08-09-2023,5,48.64363088,36.1836316
OD-4-72801,Cash,294,NCK06,OUT018,31-01-2024,4,60.79252454,20.09851378
OD-4-15377,Debit Card,312,FDW02,OUT018,10-09-2023,4,307.6388341,112.5367104
OD-2-4192,Credit Card,310,FDX35,OUT013,10-03-2022,5,31.36302106,28.46293879
OD-3-26036,Cash,356,FDU11,OUT017,09-01-2023,4,39.40097257,0.992743021
OD-2-68824,Cash,454,FDS45,OUT013,26-10-2022,2,207.6605809,178.7723748
OD-1-50059,Debit Card,145,FDU11,OUT010,29-01-2023,2,25.26137365,10.8324436
OD-1-20632,Cash,279,FDJ10,OUT010,28-07-2022,4,30.21009824,0.588162176
OD-5-72017,Debit Card,150,FDB05,OUT019,26-10-2023,2,55.01119411,23.64853632
OD-3-72605,Credit Card,215,NCK06,OUT017,13-07-2023,3,61.5207604,28.25152913
OD-1-24600,Debit Card,293,DRF23,OUT010,31-12-2022,3,57.71182436,54.66972533
OD-3-34443,Cash,236,FDB05,OUT017,21-06-2022,1,56.90300263,42.56731922
OD-1-43852,Cash,360,FDW02,OUT010,26-01-2024,1,282.7576445,211.1060775
OD-3-51123,Credit Card,219,FDJ10,OUT017,08-07-2023,1,39.92726545,23.38297011
OD-2-19746,Debit Card,240,FDP03,OUT013,20-08-2022,4,24.15452268,14.89265114
OD-4-10538,Credit Card,451,NCK06,OUT018,15-11-2022,5,60.79252454,0.678911459
OD-4-39758,Debit Card,235,NCN53,OUT018,29-04-2022,3,23.64817326,8.346294335
OD-3-53025,Credit Card,294,FDS23,OUT017,04-04-2023,5,232.6511894,59.21234955
OD-1-44088,Cash,332,NCK06,OUT010,18-05-2022,1,88.49748541,13.83607889
OD-5-76723,Cash,208,FDX35,OUT019,16-02-2023,1,31.24733862,24.65570192
OD-2-34469,Credit Card,353,FDF50,OUT013,24-01-2023,5,43.32688484,17.09425994
OD-4-62461,Debit Card,105,DRK37,OUT018,06-03-2023,5,13.43239109,5.976255056
OD-2-41454,Credit Card,395,FDT48,OUT013,28-02-2022,4,241.1920631,102.7390709
OD-3-10393,Debit Card,134,FDP40,OUT017,28-04-2023,4,18.15730745,4.869839755
OD-3-75924,Cash,307,FDX35,OUT017,28-08-2022,5,69.72216042,49.64616467
OD-5-10042,Cash,263,FDS23,OUT019,05-02-2023,5,477.3320903,239.550328
OD-5-36166,Credit Card,113,FDT48,OUT019,23-09-2023,3,451.8740318,227.891164
OD-3-60727,Cash,428,FDU11,OUT017,03-07-2022,2,39.40097257,38.30711922
OD-1-39573,Credit Card,380,FDF50,OUT010,29-09-2022,4,26.88336657,16.65230935
OD-5-6276,Credit Card,394,FDB05,OUT019,24-05-2022,1,55.01119411,2.34297561
OD-2-65425,Credit Card,274,FDX49,OUT013,10-10-2023,1,64.62947005,30.04911734
OD-3-64117,Credit Card,176,DRF23,OUT017,03-02-2024,2,47.62581804,37.09943218
OD-4-38080,Cash,369,FDY24,OUT018,12-04-2023,3,318.521843,143.5361869
OD-1-70014,Cash,275,FDB05,OUT010,28-05-2023,4,28.03477811,3.321687588
OD-5-53388,Credit Card,223,FDX49,OUT019,09-04-2023,3,68.09822206,16.82395501
OD-3-3770,Credit Card,422,FDF50,OUT017,02-07-2022,3,83.66445872,59.37852545
OD-3-63122,Cash,238,FDB05,OUT017,04-03-2022,2,56.90300263,34.97445502
OD-2-46943,Credit Card,411,FDF50,OUT013,09-04-2023,1,43.32688484,28.04287223
OD-4-11926,Cash,241,FDP03,OUT018,24-08-2023,1,6.543469643,0.803937592
OD-4-52003,Debit Card,395,FDY24,OUT018,27-12-2022,2,318.521843,186.8291065
OD-5-24955,Credit Card,105,FDY24,OUT019,08-04-2022,4,381.3781884,349.5412092
OD-4-15223,Credit Card,480,FDP40,OUT018,10-02-2024,2,34.42402725,33.04261231
OD-1-76242,Debit Card,136,FDX49,OUT010,08-04-2022,2,65.21470636,60.44476188
OD-1-48674,Cash,131,FDY24,OUT010,13-04-2022,5,271.9198837,229.048007
OD-3-75329,Debit Card,161,NCN53,OUT017,19-09-2023,3,49.27073874,22.00462822
OD-2-67830,Cash,325,FDF50,OUT013,29-01-2023,5,43.32688484,12.12773665
OD-3-56047,Cash,170,NCU30,OUT017,25-03-2023,1,354.7770506,106.0929314
OD-3-38694,Credit Card,282,FDW25,OUT017,31-03-2023,4,374.2385868,196.4592261
OD-5-41329,Cash,481,FDX35,OUT019,02-08-2023,3,31.24733862,4.993242925
OD-5-50111,Credit Card,126,DRF23,OUT019,02-01-2024,1,57.34325593,0.790640747
OD-3-46437,Credit Card,280,FDT48,OUT017,11-12-2022,1,222.2090943,210.5221792
OD-5-13403,Cash,214,FDJ10,OUT019,24-05-2023,3,32.19175988,8.211584162
OD-2-58546,Credit Card,293,NCK06,OUT013,14-09-2023,2,45.83808551,16.42835583
OD-2-7266,Credit Card,151,FDF50,OUT013,16-03-2023,5,43.32688484,29.12075347
OD-4-74593,Credit Card,368,NCK06,OUT018,15-04-2023,5,60.79252454,6.586588956
OD-4-12764,Credit Card,267,FDP03,OUT018,10-04-2022,5,6.543469643,2.037877451
OD-1-35603,Debit Card,467,FDX35,OUT010,09-02-2024,2,39.20682726,17.14259059
OD-4-44186,Debit Card,128,FDP03,OUT018,30-08-2022,5,6.543469643,1.796654232
OD-4-59835,Credit Card,477,FDP03,OUT018,24-11-2022,1,6.543469643,2.056970744
OD-5-72272,Cash,265,FDU11,OUT019,18-07-2023,3,28.08346112,7.093429252
OD-2-21024,Debit Card,480,FDB05,OUT013,17-04-2023,1,67.97211434,65.72453703
OD-3-74495,Debit Card,200,FDS45,OUT017,18-05-2022,5,407.2114092,146.6597216
OD-4-35525,Cash,233,DRE12,OUT018,06-09-2022,2,32.3065121,4.869872976
OD-4-73608,Credit Card,313,FDP03,OUT018,03-08-2023,4,6.543469643,5.039291527
OD-1-2847,Debit Card,340,FDJ10,OUT010,03-06-2023,2,30.21009824,5.101567152
OD-4-72805,Credit Card,441,NCK06,OUT018,01-10-2023,5,60.79252454,57.89993514
OD-5-59016,Debit Card,104,FDS23,OUT019,24-06-2022,1,477.3320903,430.5835387
OD-4-7361,Debit Card,446,FDB05,OUT018,22-12-2022,1,78.25460112,61.16444935
OD-4-51771,Cash,155,FDF50,OUT018,30-06-2023,3,53.33961269,41.24641577
OD-5-60782,Cash,485,DRK37,OUT019,13-03-2022,2,34.46407009,25.4516951
OD-3-55106,Credit Card,308,DRF23,OUT017,24-08-2023,1,47.62581804,45.14927228
